Uuid,Status,Additional data,Characteristic,Path,K1 Messwert,K21000 Verdichtung Minimum,K21001 Verdichtung Maximum,K21002 Verdichtung Spannweite,K21003 Verdichtung Mittelwert,K21004 Verdichtung Sigma,K21005 Verdichtung Median,K21006 Verdichtung Unteres Quartil,K21007 Verdichtung Oberes Quartil,K21008 Verdichtung Cp,K21009 Verdichtung Cpk,K21010 Verdichtung Anzahl,K21011 Verdichtung Gelbbereich,K21012 Verdichtung Rotbereich,K4 Messdatum,K6 Identnummer,K8 Pr¸fer,K9 Text,K10 Maschine,K12 Pr¸fmittel,K53 Auftragsnummer,K96 Freigabestatus,K99 .Verdichtungsjob,K100 Verdichtungsintervall,K101 Verdichtung Anzahl der Ursprungsmessungen,K842 Bemusterungsteil,K843 Beh‰lternummer,K844 Sondermessung,K850 Schicht,K853 Datenstempel,K854 Untergruppe 1,K855 Untergruppe 2,K856 Untergruppe 3,K857 Untergruppe 4,K858 Linie,K860 Aufbauvariante,K861 Antriebsvariante,K862 Lenkungsvariante,K863 Fahrwerksvariante,K864 Fertigungsschrittvariante,K865 Getriebevariante,K866 Ausstattungsvariante,K867 Exterieurvariante,K868 Programmvariante,K870 Identnr. 2,K871 Linie 2,K872 Messort,K873 Farbcode,K874 Baustufe,K1004 Bauteilstand,K1042 CAD-Stand,K1232 Programmstand,K2001 Merkmalsnummer,K2006 Dokumentationspflicht,K2021 Berechnungsvorschrift,K2022 Anzahl Nachkommastellen,K2100 Sollwert,K2101 Nennmaﬂ,K2110 Unterer Toleranz,K2111 Oberer Toleranz,K2120 Art der Grenze unten,K2342 Messmodul,K2343 Messpunktrolle,K2540 X-Richtung,K2541 Y-Richtung,K2542 Z-Richtung,K2543 X-Position,K2544 Y-Position,K2545 Z-Position,K2570 Kategorie,K2571 Funktionsbereich,K2580 PBMS-Punkt,K2581 Inline-Punkt,K2582 Symmetrisch,K2583 Manuelle Toleranzeingabe,K12004 Merkmalsart,K12010 Merkmalstyp,K12360 Messpunktverkn¸pfung,K12361 Verkn¸pfungstyp,K13001 Text 1,K13002 Text 2,K13003 Text 3,K13010 Messprogramm,K13011 Schnittebene,K13012 FMK-Kennung,K13013 Toleranzkette,K13014 Messprinzip
"882ce3c4-275a-43f6-9631-d64bac1148b7|cedab0db-7d1b-47a1-9ae8-ac8c7ba251e1","1","False","NRSWA0197_L_BA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0197_L_BA/NRSWA0197_L_BA.Y","-0.1",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"741.054","0","-1","1",,"Bereich_Seite_FS","FORM_PT2","-0.4315615","-0.8017071","0.4135461","435.682","741.054","684.565","Netzmaﬂ","n.def.","n.def.","Ja","Ja","Ja","variabel",,"NRSWA0196_O_BA","n.def.","Formpunkt 2",,,"SWA_A3_M7310AU583 SWA_SA_M5930AU583","ELXXA0044_____D",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|028bada5-7910-4dbc-972e-6f18b8622560","1","False","NRSWA0457_R_HA.X","/AU583/Inline/SGR Aufbau 3/NRSWA0457_R_HA/NRSWA0457_R_HA.X","0.28",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3208","0","-1","1",,"Lochbild","n.def.","0","1","0","3208","876.672","155","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"RPS_110_fy","SWA_A3_M7510AU583",,,,"HA - Kragenloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|654d1604-993d-4da3-9c4e-a1ef269f34aa","3","False","NRSWA0457_R_HA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0457_R_HA/NRSWA0457_R_HA.Y","1.02",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"876.672","0","-1","1",,"Lochbild","n.def.","0","1","0","3208","876.672","155","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"RPS_110_fy","SWA_A3_M7510AU583",,,,"HA - Kragenloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|4325be59-ec33-4a60-a4eb-bcaf6cc1284d","1","False","NRSWA0457_R_HA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0457_R_HA/NRSWA0457_R_HA.Z","-0.08",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"155","0","-1","1",,"Lochbild","n.def.","0","1","0","3208","876.672","155","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"RPS_110_fy","SWA_A3_M7510AU583",,,,"HA - Kragenloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|de8e991a-7c34-4f33-8d20-b27e7457d3c5","1","False","NRSWA0459_R_EG.X","/AU583/Inline/SGR Aufbau 3/NRSWA0459_R_EG/NRSWA0459_R_EG.X","0.02",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3147","0","-1","1",,"Lochbild","n.def.","0.2236408","0.9746716","0","3147","889","212.026","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_d_Anbindung_STF","SWA_A3_M8110AU583",,,,"EG - Rechteckloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|b79e918c-fffe-43cb-98ec-650894735bb4","1","False","NRSWA0459_R_EG.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0459_R_EG/NRSWA0459_R_EG.Y","0.71",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"889","0","-1","1",,"Lochbild","n.def.","0.2236408","0.9746716","0","3147","889","212.026","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_d_Anbindung_STF","SWA_A3_M8110AU583",,,,"EG - Rechteckloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|7c418b37-584b-4137-83c4-2aea128b7249","1","False","NRSWA0459_R_EG.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0459_R_EG/NRSWA0459_R_EG.Z","-0.03",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"212.026","0","-1","1",,"Lochbild","n.def.","0.2236408","0.9746716","0","3147","889","212.026","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_d_Anbindung_STF","SWA_A3_M8110AU583",,,,"EG - Rechteckloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|ce54e3ef-d36e-41d8-b607-5b86f89ef31e","1","False","NRSWA0465_H_CA.X","/AU583/Inline/SGR Aufbau 3/NRSWA0465_H_CA/NRSWA0465_H_CA.X","0.53",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3506.107","0","-1","1",,"Lochbild","n.def.","0.8817154","0","-0.4717815","3506.107","777","480.013","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_e1_Tuelle_Heckleuchte","SWA_A3_M8110AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|5a4042c5-069a-4e40-a617-78bdaf6442a1","1","False","NRSWA0465_H_CA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0465_H_CA/NRSWA0465_H_CA.Y","-0.27",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"777","0","-1","1",,"Lochbild","n.def.","0.8817154","0","-0.4717815","3506.107","777","480.013","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_e1_Tuelle_Heckleuchte","SWA_A3_M8110AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|cdf0b6f8-ad4d-43fc-b67d-a64b3d5420a9","1","False","NRSWA0465_H_CA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0465_H_CA/NRSWA0465_H_CA.Z","-0.06",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"480.013","0","-1","1",,"Lochbild","n.def.","0.8817154","0","-0.4717815","3506.107","777","480.013","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_e1_Tuelle_Heckleuchte","SWA_A3_M8110AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|933086ff-c4e8-4c86-bb40-042aaa73ae68","1","False","NRSWA0499_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0499_O_BA/NRSWA0499_O_BA.Z","-0.07",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"963.688","0","-1","1",,"Dach_Lasernaht","FORM_PT1","0.1684785","0.4183403","0.892528","2485.517","579.817","963.688","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NRSWA0499_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8540AU583","Plane.34",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|a52c5df3-7310-4c47-a7e0-e0954c9fc851","1","False","NRSWA0500_L_BA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0500_L_BA/NRSWA0500_L_BA.Y","0.4",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"574.889","0","-1","1",,"Dach_Lasernaht","FORM_PT2","0.1654353","-0.6973633","0.6973633","2485.722","574.889","963.898","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NRSWA0499_O_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8540AU583","Plane.34",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|3b7e2359-0872-40e4-bbe9-70a34afbfdd2","1","False","NRSWA0511_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0511_O_BA/NRSWA0511_O_BA.Z","0.17",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"1053.02","0","-1","1",,"PAD_Ausschnitt_Netz","FORM_PT1","0.007799","0.4281486","0.9036746","1599.153","573.254","1053.02","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NRSWA0511_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8540AU583","Plane.37",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|13f964cc-ecd2-44c4-8588-f739d90bef9f","1","False","NRSWA0519_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0519_O_BA/NRSWA0519_O_BA.Z","-0.48",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"975.4","0","-1","1",,"PAD_Ausschnitt_Netz","FORM_PT1","-0.222592","0.4316244","0.8741585","1016.22","621.796","975.4","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NRSWA0519_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8540AU583","Plane.39",,,"BA - Kantenpunkt"
